project_id,project_type,state,region,capacity_mw,sanctioned_budget_cr,planned_duration_months,contractor_count,land_acquisition_status,project_complexity,actual_cost_cr,actual_duration_months,cost_overrun_pct,delay_months,risk_level
P02130,Hydro,Maharashtra,West,639,2288.22,56,7,Complete,Medium,2546.0,60.5,11.27,4.5,Medium
P02131,Thermal,Uttar Pradesh,North,1015,2759.83,95,8,Complete,Medium,3247.24,99.5,17.66,4.5,Medium
P02132,Wind,Punjab,North,591,1254.57,34,8,Complete,Medium,1438.1,41.9,14.63,7.9,Medium
P02133,Solar,Andhra Pradesh,South,635,1254.89,43,5,Complete,High,1410.08,51.1,12.37,8.1,Medium
P02134,Thermal,Maharashtra,West,1122,7186.23,42,4,Partial,Medium,8575.07,52.1,19.33,10.1,High
P02135,Transmission,Andhra Pradesh,South,759,1278.47,46,4,Partial,Low,1444.69,52.9,13.0,6.9,Medium
P02136,Thermal,Maharashtra,West,548,3332.84,89,2,Complete,Low,3410.56,90.1,2.33,1.1,Low
P02137,Wind,Rajasthan,North,225,524.15,18,9,Complete,Low,562.33,23.6,7.28,5.6,Medium
P02138,Transmission,Maharashtra,West,1471,3177.65,55,5,Complete,Low,3253.77,56.9,2.4,1.9,Low
P02139,Thermal,Rajasthan,North,3100,19545.68,40,10,Pending,Low,26152.52,49.3,33.8,9.3,High
P02140,Wind,Maharashtra,West,992,1819.93,21,5,Partial,High,2329.74,39.8,28.01,18.8,High
P02141,Solar,Gujarat,West,378,870.39,12,8,Pending,High,1195.23,41.6,37.32,29.6,High
P02142,Hydro,Andhra Pradesh,South,3742,13699.16,103,10,Partial,Low,17586.3,113.4,28.38,10.4,High
P02143,Solar,Tamil Nadu,South,858,2267.39,43,1,Complete,Low,2344.11,43.8,3.38,0.8,Low
P02144,Thermal,Haryana,North,1197,6810.58,44,1,Partial,Low,7396.79,52.2,8.61,8.2,Medium
P02145,Thermal,Tamil Nadu,South,4998,25256.96,63,10,Complete,Medium,28419.11,70.4,12.52,7.4,Medium
P02146,Wind,Uttar Pradesh,North,204,479.91,31,8,Partial,High,647.79,46.0,34.98,15.0,High
P02147,Solar,Tamil Nadu,South,1188,3257.96,34,10,Partial,Low,4094.26,42.9,25.67,8.9,High
P02148,Solar,Gujarat,West,446,1151.25,40,4,Complete,Medium,1272.26,42.1,10.51,2.1,Medium
P02149,Thermal,Tamil Nadu,South,2476,14139.71,75,7,Complete,Medium,14781.18,79.1,4.54,4.1,Medium
P02150,Solar,Haryana,North,224,412.37,40,1,Pending,High,590.03,63.1,43.08,23.1,High
P02151,Wind,Maharashtra,West,798,1688.37,32,6,Complete,Medium,1780.8,35.1,5.47,3.1,Medium
P02152,Transmission,Andhra Pradesh,South,487,653.31,23,1,Partial,Medium,810.3,31.9,24.03,8.9,Medium
P02153,Solar,Punjab,North,546,953.8,46,7,Complete,Low,983.57,46.6,3.12,0.6,Low
P02154,Thermal,Haryana,North,675,3564.09,70,2,Complete,Medium,3978.86,73.7,11.64,3.7,Medium
P02155,Wind,Haryana,North,980,1428.9,29,7,Partial,Medium,1558.27,36.9,9.05,7.9,Medium
P02156,Thermal,Rajasthan,North,1111,4939.08,65,1,Pending,Medium,6525.35,81.0,32.12,16.0,High
P02157,Transmission,Maharashtra,West,315,415.51,14,5,Partial,High,472.96,28.2,13.83,14.2,High
P02158,Transmission,Uttar Pradesh,North,1562,2654.44,19,5,Complete,High,3277.45,26.1,23.47,7.1,Medium
P02159,Wind,Uttar Pradesh,North,945,2119.77,35,7,Partial,High,2795.07,51.0,31.86,16.0,High
P02160,Transmission,Karnataka,South,761,1062.2,15,2,Complete,Medium,1165.09,18.0,9.69,3.0,Medium
P02161,Wind,Andhra Pradesh,South,361,1058.35,32,7,Pending,Medium,1450.09,49.7,37.01,17.7,High
P02162,Wind,Andhra Pradesh,South,123,196.24,33,7,Complete,Medium,216.06,35.4,10.1,2.4,Medium
P02163,Solar,Tamil Nadu,South,655,2193.21,15,3,Pending,High,2601.07,29.5,18.6,14.5,High
P02164,Wind,Maharashtra,West,519,1319.47,13,9,Complete,Medium,1484.02,18.7,12.47,5.7,Medium
P02165,Wind,Rajasthan,North,447,834.85,25,4,Complete,High,1030.53,34.8,23.44,9.8,High
P02166,Wind,Uttar Pradesh,North,398,503.02,13,8,Pending,Medium,693.19,31.3,37.81,18.3,High
P02167,Solar,Rajasthan,North,496,1523.9,26,2,Complete,Low,1575.34,26.6,3.38,0.6,Low
P02168,Thermal,Haryana,North,658,3224.58,39,8,Complete,Low,3359.17,46.1,4.17,7.1,Medium
P02169,Solar,Tamil Nadu,South,242,573.19,35,9,Complete,High,683.74,49.0,19.29,14.0,High
P02170,Hydro,Andhra Pradesh,South,692,2641.83,115,4,Complete,Medium,2779.93,119.5,5.23,4.5,Medium
P02171,Wind,Uttar Pradesh,North,664,1566.5,12,1,Complete,Medium,1654.52,14.8,5.62,2.8,Low
P02172,Wind,Madhya Pradesh,Central,697,1690.39,20,1,Pending,Low,2144.26,37.8,26.85,17.8,High
P02173,Thermal,Tamil Nadu,South,4347,22744.25,70,1,Complete,Medium,24174.22,71.7,6.29,1.7,Low
P02174,Hydro,Andhra Pradesh,South,2687,11557.11,84,2,Partial,Low,13230.71,88.5,14.48,4.5,Medium
P02175,Solar,Uttar Pradesh,North,76,163.24,30,4,Complete,High,182.21,42.6,11.62,12.6,High
P02176,Solar,Rajasthan,North,1098,3749.14,29,1,Complete,High,4507.58,39.9,20.23,10.9,High
P02177,Transmission,Rajasthan,North,1349,3368.72,31,7,Partial,Low,3954.09,35.0,17.38,4.0,Medium
P02178,Hydro,Uttar Pradesh,North,1642,8329.5,113,9,Partial,Medium,9855.53,126.1,18.32,13.1,High
P02179,Transmission,Haryana,North,2771,4034.63,30,2,Partial,Medium,4638.33,37.3,14.96,7.3,Medium
P02180,Transmission,Gujarat,West,2033,2418.08,23,10,Partial,High,3010.34,42.2,24.49,19.2,High
P02181,Hydro,Uttar Pradesh,North,3994,23651.0,66,10,Partial,High,28657.32,80.2,21.17,14.2,High
P02182,Hydro,Tamil Nadu,South,2430,18709.25,55,6,Complete,Medium,20378.51,59.6,8.92,4.6,Medium
P02183,Thermal,Andhra Pradesh,South,4729,24860.82,50,8,Complete,Low,28312.45,55.1,13.88,5.1,Medium
P02184,Transmission,Tamil Nadu,South,1420,2414.46,13,4,Partial,Low,2818.48,16.9,16.73,3.9,Medium
P02185,Hydro,Karnataka,South,1382,9005.35,108,2,Complete,Medium,9589.36,110.5,6.49,2.5,Low
P02186,Wind,Haryana,North,532,1562.28,34,6,Complete,Medium,1762.49,36.1,12.82,2.1,Medium
P02187,Transmission,Maharashtra,West,777,828.49,53,3,Pending,Low,1026.1,71.4,23.85,18.4,High
P02188,Wind,Maharashtra,West,109,144.26,24,8,Partial,Medium,167.19,31.7,15.89,7.7,Medium
P02189,Solar,Maharashtra,West,982,3038.67,35,1,Partial,Medium,3429.82,44.1,12.87,9.1,High
P02190,Transmission,Punjab,North,862,964.72,45,1,Complete,Medium,1083.78,48.0,12.34,3.0,Medium
P02191,Wind,Uttar Pradesh,North,831,2181.91,26,10,Pending,Medium,3089.51,44.6,41.6,18.6,High
P02192,Hydro,Gujarat,West,1531,9889.69,77,1,Complete,Medium,10915.94,79.7,10.38,2.7,Medium
P02193,Wind,Karnataka,South,629,1176.44,12,7,Partial,High,1371.03,26.4,16.54,14.4,High
P02194,Solar,Madhya Pradesh,Central,1164,2598.41,16,8,Partial,Medium,3216.93,25.5,23.8,9.5,High
P02195,Solar,Tamil Nadu,South,909,2794.84,15,7,Complete,Medium,2975.48,19.6,6.46,4.6,Medium
P02196,Transmission,Andhra Pradesh,South,2881,6147.35,46,4,Complete,Medium,6501.89,48.9,5.77,2.9,Low
P02197,Wind,Tamil Nadu,South,162,275.13,35,4,Partial,Medium,325.02,45.3,18.13,10.3,High
P02198,Thermal,Gujarat,West,2952,18522.12,81,7,Pending,Medium,23483.6,92.7,26.79,11.7,High
P02199,Wind,Andhra Pradesh,South,330,879.06,18,10,Pending,Medium,1095.95,34.2,24.67,16.2,High
P02200,Thermal,Uttar Pradesh,North,3879,17232.61,57,9,Partial,Low,20118.97,71.7,16.75,14.7,High
P02201,Thermal,Tamil Nadu,South,2088,10765.91,90,6,Complete,Low,10991.25,92.0,2.09,2.0,Low
P02202,Thermal,Andhra Pradesh,South,3551,15027.41,53,1,Pending,Medium,20234.74,69.0,34.65,16.0,High
P02203,Hydro,Karnataka,South,839,3067.86,106,5,Partial,Medium,3489.98,114.4,13.76,8.4,Medium
P02204,Hydro,Uttar Pradesh,North,1212,9686.21,87,6,Complete,High,11205.23,91.1,15.68,4.1,Medium
P02205,Hydro,Gujarat,West,435,2011.78,36,5,Complete,High,2444.66,41.4,21.52,5.4,Medium
P02206,Thermal,Gujarat,West,3046,9700.73,42,7,Complete,High,11890.97,53.1,22.58,11.1,High
P02207,Hydro,Maharashtra,West,2706,14288.58,83,4,Partial,Medium,17361.52,90.3,21.51,7.3,Medium
P02208,Thermal,Karnataka,South,4009,20772.28,55,2,Complete,High,24701.58,67.4,18.92,12.4,High
P02209,Hydro,Karnataka,South,1139,3980.26,48,1,Partial,Low,4373.07,52.6,9.87,4.6,Medium
P02210,Wind,Andhra Pradesh,South,322,942.46,24,8,Complete,Low,1071.5,26.9,13.69,2.9,Medium
P02211,Thermal,Tamil Nadu,South,4437,27989.03,66,10,Partial,Medium,32855.62,78.3,17.39,12.3,High
P02212,Thermal,Gujarat,West,3594,14854.52,82,10,Complete,Medium,17090.42,88.0,15.05,6.0,Medium
P02213,Wind,Madhya Pradesh,Central,509,1177.83,35,1,Complete,Medium,1282.84,40.1,8.92,5.1,Medium
P02214,Solar,Maharashtra,West,1230,3707.45,30,9,Partial,Medium,4346.08,40.0,17.23,10.0,High
P02215,Hydro,Tamil Nadu,South,931,5289.49,67,8,Partial,Low,5963.1,73.0,12.73,6.0,Medium
P02216,Solar,Karnataka,South,50,171.3,34,10,Partial,High,239.91,55.8,40.05,21.8,High
P02217,Solar,Rajasthan,North,1230,4135.19,40,1,Complete,Medium,4456.89,41.8,7.78,1.8,Low
P02218,Wind,Punjab,North,263,475.55,19,8,Partial,High,666.57,35.6,40.17,16.6,High
P02219,Solar,Karnataka,South,1017,1992.91,17,7,Complete,Medium,2145.13,21.2,7.64,4.2,Medium
P02220,Solar,Maharashtra,West,1398,4687.95,30,5,Partial,Low,5146.12,33.5,9.77,3.5,Medium
P02221,Transmission,Uttar Pradesh,North,1610,2956.05,56,1,Partial,High,3575.05,69.4,20.94,13.4,High
P02222,Solar,Karnataka,South,442,718.1,41,7,Partial,Medium,826.05,50.3,15.03,9.3,High
P02223,Transmission,Madhya Pradesh,Central,682,1288.22,19,9,Complete,Low,1383.08,23.6,7.36,4.6,Medium
P02224,Thermal,Madhya Pradesh,Central,2736,9323.67,71,3,Complete,Medium,9659.7,74.3,3.6,3.3,Medium
P02225,Transmission,Madhya Pradesh,Central,2280,3772.46,28,3,Complete,High,4615.7,38.9,22.35,10.9,High
P02226,Wind,Tamil Nadu,South,764,1014.82,18,3,Pending,Medium,1428.57,40.6,40.77,22.6,High
P02227,Wind,Haryana,North,427,1200.54,15,2,Complete,Low,1228.06,16.8,2.29,1.8,Low
P02228,Wind,Uttar Pradesh,North,349,928.4,30,10,Partial,Medium,1137.81,39.3,22.56,9.3,High
P02229,Thermal,Andhra Pradesh,South,2981,16266.45,91,8,Partial,High,20821.19,109.7,28.0,18.7,High
P02230,Solar,Andhra Pradesh,South,1130,3424.44,35,9,Partial,Low,3969.08,44.0,15.9,9.0,Medium
P02231,Thermal,Uttar Pradesh,North,4662,17672.4,43,3,Complete,High,20105.96,46.8,13.77,3.8,Medium
P02232,Wind,Haryana,North,162,390.79,22,2,Pending,High,534.77,43.0,36.84,21.0,High
P02233,Wind,Madhya Pradesh,Central,155,329.74,19,6,Partial,Medium,387.74,30.0,17.59,11.0,High
P02234,Wind,Maharashtra,West,758,2071.97,28,5,Complete,High,2426.98,38.6,17.13,10.6,High
P02235,Hydro,Gujarat,West,2971,19815.69,93,9,Complete,Low,20865.25,95.6,5.3,2.6,Low
P02236,Solar,Haryana,North,262,554.53,26,8,Complete,High,616.32,35.8,11.14,9.8,High
P02237,Thermal,Andhra Pradesh,South,3809,11324.9,86,7,Pending,Low,14270.67,97.7,26.01,11.7,High
P02238,Thermal,Madhya Pradesh,Central,715,3081.7,72,5,Partial,High,4182.53,83.9,35.72,11.9,High
P02239,Transmission,Karnataka,South,257,277.8,12,2,Complete,Low,280.01,12.0,0.8,0.0,Low
P02240,Wind,Haryana,North,229,606.28,26,5,Partial,Low,693.27,34.2,14.35,8.2,Medium
P02241,Solar,Madhya Pradesh,Central,69,157.4,46,10,Complete,Low,165.06,49.9,4.87,3.9,Medium
P02242,Thermal,Karnataka,South,3328,13452.91,72,6,Partial,Low,14444.05,77.6,7.37,5.6,Medium
P02243,Wind,Tamil Nadu,South,287,429.9,23,2,Complete,Medium,456.06,26.8,6.09,3.8,Medium
P02244,Hydro,Maharashtra,West,1556,6267.49,86,2,Complete,Low,6453.4,86.1,2.97,0.1,Low
P02245,Thermal,Haryana,North,1218,6316.62,85,8,Partial,Medium,7462.63,94.8,18.14,9.8,High
P02246,Transmission,Andhra Pradesh,South,330,648.29,50,2,Complete,Medium,691.27,52.2,6.63,2.2,Low
P02247,Transmission,Madhya Pradesh,Central,270,365.29,51,9,Partial,Medium,489.2,57.8,33.92,6.8,High
P02248,Transmission,Punjab,North,912,1781.81,43,4,Partial,Medium,1984.37,53.9,11.37,10.9,High
P02249,Transmission,Madhya Pradesh,Central,1225,2444.87,53,5,Complete,Medium,2594.87,55.2,6.14,2.2,Low
P02250,Wind,Punjab,North,502,835.71,33,4,Pending,Low,1043.51,45.2,24.87,12.2,High
P02251,Thermal,Andhra Pradesh,South,3804,10236.14,82,7,Complete,Medium,10705.48,86.0,4.59,4.0,Medium
P02252,Transmission,Punjab,North,2492,4716.47,17,5,Complete,Medium,5113.54,19.3,8.42,2.3,Low
P02253,Hydro,Uttar Pradesh,North,2456,15789.16,90,9,Complete,High,19998.0,102.7,26.66,12.7,High
P02254,Transmission,Tamil Nadu,South,2828,5581.51,26,4,Partial,Medium,6863.07,33.0,22.96,7.0,Medium
P02255,Wind,Rajasthan,North,830,1419.25,28,1,Complete,Medium,1487.82,31.6,4.83,3.6,Medium
P02256,Wind,Karnataka,South,544,1029.37,19,7,Complete,Medium,1105.84,22.1,7.43,3.1,Medium
P02257,Wind,Rajasthan,North,826,1466.61,26,2,Partial,High,1879.53,45.1,28.15,19.1,High
P02258,Thermal,Andhra Pradesh,South,2055,13226.33,88,6,Complete,Medium,14805.84,92.3,11.94,4.3,Medium
P02259,Solar,Karnataka,South,1434,3385.86,37,10,Complete,High,3876.26,46.8,14.48,9.8,High
P02260,Hydro,Uttar Pradesh,North,1554,12285.77,74,4,Pending,Medium,16326.88,84.1,32.89,10.1,High
P02261,Wind,Maharashtra,West,485,1160.2,31,4,Partial,Medium,1387.61,40.1,19.6,9.1,High
P02262,Wind,Maharashtra,West,500,923.77,33,4,Complete,High,1018.55,42.9,10.26,9.9,High
P02263,Thermal,Tamil Nadu,South,583,2911.65,66,6,Complete,Medium,3154.19,69.3,8.33,3.3,Medium
P02264,Hydro,Haryana,North,2312,13985.45,67,4,Partial,Low,15669.82,72.4,12.04,5.4,Medium
P02265,Wind,Haryana,North,56,78.14,32,3,Complete,Medium,86.8,36.9,11.08,4.9,Medium
P02266,Solar,Rajasthan,North,138,344.77,17,4,Pending,High,470.05,43.0,36.34,26.0,High
P02267,Hydro,Andhra Pradesh,South,348,2590.24,73,3,Complete,Medium,2792.83,78.7,7.82,5.7,Medium
P02268,Thermal,Rajasthan,North,531,2336.48,71,2,Partial,Medium,2656.86,82.7,13.71,11.7,High
P02269,Thermal,Haryana,North,4356,17527.68,71,10,Partial,Medium,21446.11,87.2,22.36,16.2,High
P02270,Solar,Haryana,North,979,1569.33,12,2,Partial,Medium,1813.01,19.3,15.53,7.3,Medium
P02271,Wind,Karnataka,South,651,1144.97,25,3,Partial,High,1437.23,42.7,25.53,17.7,High
P02272,Hydro,Haryana,North,768,4831.88,54,9,Pending,Low,6250.5,71.1,29.36,17.1,High
P02273,Wind,Madhya Pradesh,Central,110,143.3,25,8,Complete,Medium,164.41,31.7,14.73,6.7,Medium
P02274,Wind,Maharashtra,West,637,1336.6,16,1,Complete,Medium,1484.79,19.0,11.09,3.0,Medium
P02275,Thermal,Haryana,North,3025,15311.5,59,5,Partial,Medium,18567.68,68.4,21.27,9.4,High
P02276,Wind,Karnataka,South,952,1143.86,21,7,Complete,Medium,1240.88,25.0,8.48,4.0,Medium
P02277,Hydro,Karnataka,South,1310,6224.49,116,3,Partial,Medium,7395.09,121.8,18.81,5.8,Medium
P02278,Solar,Tamil Nadu,South,611,1494.24,23,8,Partial,Medium,1876.64,32.9,25.59,9.9,High
P02279,Wind,Andhra Pradesh,South,670,1958.79,32,6,Partial,Medium,2233.89,40.7,14.04,8.7,Medium
P02280,Thermal,Andhra Pradesh,South,4790,19978.52,77,1,Complete,Medium,21010.24,79.5,5.16,2.5,Low
P02281,Transmission,Karnataka,South,500,1172.57,56,9,Complete,Medium,1358.77,64.0,15.88,8.0,Medium
P02282,Hydro,Andhra Pradesh,South,643,4794.76,80,8,Pending,Low,5929.14,94.0,23.66,14.0,High
P02283,Wind,Madhya Pradesh,Central,674,1589.81,32,5,Partial,Medium,1829.52,42.4,15.08,10.4,High
P02284,Wind,Gujarat,West,325,870.3,34,1,Partial,Low,992.22,41.2,14.01,7.2,Medium
P02285,Transmission,Tamil Nadu,South,1690,2106.84,36,4,Complete,Medium,2303.15,39.1,9.32,3.1,Medium
P02286,Hydro,Madhya Pradesh,Central,1872,14946.75,89,8,Complete,High,17433.1,103.7,16.63,14.7,High
P02287,Wind,Tamil Nadu,South,541,882.39,34,6,Partial,Medium,1041.81,41.7,18.07,7.7,Medium
P02288,Hydro,Haryana,North,856,5930.32,76,1,Complete,High,6621.76,83.1,11.66,7.1,Medium
P02289,Thermal,Maharashtra,West,4839,16120.89,36,9,Partial,High,20015.24,59.3,24.16,23.3,High
P02290,Thermal,Rajasthan,North,2327,13820.59,64,1,Complete,Low,14371.71,64.5,3.99,0.5,Low
P02291,Hydro,Haryana,North,2136,7231.24,82,8,Complete,Low,7749.28,85.3,7.16,3.3,Medium
P02292,Transmission,Andhra Pradesh,South,2257,5017.76,31,6,Complete,Medium,5340.24,36.1,6.43,5.1,Medium
P02293,Wind,Tamil Nadu,South,130,291.76,27,8,Partial,Medium,373.7,41.8,28.08,14.8,High
P02294,Hydro,Punjab,North,2994,23055.57,56,8,Pending,Medium,32246.62,70.4,39.86,14.4,High
P02295,Hydro,Punjab,North,1454,6751.14,118,5,Pending,Low,7495.83,136.7,11.03,18.7,High
P02296,Transmission,Maharashtra,West,2997,7053.09,34,10,Partial,Low,8300.47,47.0,17.69,13.0,High
P02297,Solar,Gujarat,West,1231,3318.16,34,9,Partial,Low,3953.1,46.9,19.14,12.9,High
P02298,Hydro,Tamil Nadu,South,1718,5726.62,38,8,Complete,High,6376.34,49.4,11.35,11.4,High
P02299,Transmission,Gujarat,West,2113,5017.09,39,5,Complete,Medium,5407.71,42.4,7.79,3.4,Medium
P02300,Thermal,Madhya Pradesh,Central,3932,13785.61,59,3,Complete,Medium,14746.92,61.5,6.97,2.5,Low
P02301,Hydro,Karnataka,South,3614,24058.27,102,2,Partial,High,30002.03,114.9,24.71,12.9,High
P02302,Hydro,Tamil Nadu,South,3575,21429.44,78,4,Complete,Low,22266.69,79.8,3.91,1.8,Low
P02303,Transmission,Madhya Pradesh,Central,1815,2150.72,20,6,Partial,Medium,2450.81,31.1,13.95,11.1,High
P02304,Thermal,Madhya Pradesh,Central,4340,11896.77,76,9,Complete,High,14737.23,89.7,23.88,13.7,High
P02305,Wind,Punjab,North,544,669.9,12,7,Pending,Low,859.4,31.4,28.29,19.4,High
P02306,Solar,Uttar Pradesh,North,356,671.88,36,2,Complete,Low,702.34,37.4,4.53,1.4,Low
P02307,Wind,Punjab,North,318,738.2,25,1,Complete,Low,772.39,26.4,4.63,1.4,Low
P02308,Transmission,Haryana,North,2456,3317.79,15,2,Partial,Medium,3953.23,21.9,19.15,6.9,Medium
P02309,Thermal,Tamil Nadu,South,2572,14670.53,84,9,Complete,Low,15605.48,90.4,6.37,6.4,Medium
P02310,Solar,Maharashtra,West,956,2951.35,39,7,Complete,Medium,3102.17,43.2,5.11,4.2,Medium
P02311,Thermal,Gujarat,West,2890,12926.16,52,1,Complete,Medium,13804.35,56.2,6.79,4.2,Medium
P02312,Wind,Haryana,North,813,2314.65,20,6,Pending,Low,2684.14,34.8,15.96,14.8,High
P02313,Hydro,Maharashtra,West,467,2421.9,96,8,Complete,Low,2557.91,101.1,5.62,5.1,Medium
P02314,Transmission,Haryana,North,688,1222.6,55,5,Complete,Medium,1298.22,59.7,6.19,4.7,Medium
P02315,Solar,Rajasthan,North,1061,3697.73,37,2,Partial,Medium,4499.94,45.8,21.69,8.8,Medium
P02316,Transmission,Rajasthan,North,2661,6373.64,47,7,Pending,Medium,7386.57,68.2,15.89,21.2,High
P02317,Hydro,Uttar Pradesh,North,2780,15191.44,67,7,Partial,Medium,17396.62,78.2,14.52,11.2,High
P02318,Wind,Madhya Pradesh,Central,634,1155.86,30,1,Complete,Medium,1205.5,31.8,4.29,1.8,Low
P02319,Transmission,Madhya Pradesh,Central,2437,5813.8,34,7,Partial,Medium,6860.36,44.4,18.0,10.4,High
P02320,Hydro,Andhra Pradesh,South,100,705.63,108,1,Pending,Low,808.54,122.4,14.58,14.4,High
P02321,Hydro,Karnataka,South,1454,4837.48,94,10,Complete,Low,5312.54,98.6,9.82,4.6,Medium
P02322,Transmission,Gujarat,West,985,2064.1,36,7,Complete,Medium,2222.5,40.4,7.67,4.4,Medium
P02323,Solar,Tamil Nadu,South,92,208.65,12,9,Pending,Medium,284.48,25.8,36.34,13.8,High
P02324,Thermal,Karnataka,South,4615,19206.74,86,5,Complete,Medium,20885.54,89.3,8.74,3.3,Medium
P02325,Transmission,Haryana,North,1008,2212.09,17,9,Complete,Medium,2457.61,24.4,11.1,7.4,Medium
P02326,Hydro,Punjab,North,1202,6156.25,101,4,Complete,Medium,6566.12,104.0,6.66,3.0,Medium
P02327,Solar,Tamil Nadu,South,642,2086.19,45,8,Pending,Medium,2765.91,67.4,32.58,22.4,High
P02328,Hydro,Madhya Pradesh,Central,2034,6863.41,52,3,Partial,Medium,8364.04,57.9,21.86,5.9,Medium
P02329,Thermal,Karnataka,South,852,2949.01,38,4,Pending,High,4175.6,50.8,41.59,12.8,High
P02330,Thermal,Tamil Nadu,South,3576,16472.46,47,2,Complete,Low,16673.45,47.8,1.22,0.8,Low
P02331,Hydro,Punjab,North,1131,5294.79,80,8,Complete,Medium,5974.49,89.3,12.84,9.3,High
P02332,Transmission,Andhra Pradesh,South,714,1057.77,51,3,Partial,Low,1227.02,54.8,16.0,3.8,Medium
P02333,Hydro,Gujarat,West,2814,19725.53,105,10,Complete,Low,20705.98,112.6,4.97,7.6,Medium
P02334,Thermal,Karnataka,South,3179,20405.59,36,10,Complete,Medium,24259.97,45.8,18.89,9.8,High
P02335,Transmission,Karnataka,South,1175,1472.83,45,1,Partial,Medium,1686.5,52.4,14.51,7.4,Medium
P02336,Transmission,Maharashtra,West,2516,2937.87,43,2,Partial,Medium,3357.9,53.6,14.3,10.6,High
P02337,Hydro,Andhra Pradesh,South,2028,11430.41,64,4,Partial,Low,12081.8,68.6,5.7,4.6,Medium
P02338,Transmission,Rajasthan,North,2870,6313.39,28,8,Partial,Medium,7823.72,39.4,23.92,11.4,High
P02339,Thermal,Gujarat,West,4714,17983.15,56,9,Complete,Medium,20223.77,61.9,12.46,5.9,Medium
P02340,Transmission,Madhya Pradesh,Central,2468,4115.67,59,2,Complete,Medium,4367.2,63.7,6.11,4.7,Medium
P02341,Transmission,Gujarat,West,2727,5288.7,31,7,Complete,Low,5304.35,32.4,0.3,1.4,Low
P02342,Hydro,Maharashtra,West,2423,9071.43,99,6,Partial,Low,9748.62,105.9,7.47,6.9,Medium
P02343,Solar,Maharashtra,West,854,2224.57,38,6,Complete,High,2589.47,44.3,16.4,6.3,Medium
P02344,Wind,Uttar Pradesh,North,442,1145.85,15,2,Partial,Medium,1327.2,21.7,15.83,6.7,Medium
P02345,Solar,Andhra Pradesh,South,482,1127.98,21,8,Complete,Medium,1283.38,30.1,13.78,9.1,High
P02346,Thermal,Haryana,North,4945,31426.81,60,10,Complete,Medium,38227.47,67.0,21.64,7.0,Medium
P02347,Hydro,Madhya Pradesh,Central,2140,14263.6,114,4,Complete,Low,14947.28,114.9,4.79,0.9,Low
P02348,Hydro,Maharashtra,West,2246,14598.09,65,3,Complete,Medium,15959.67,68.7,9.33,3.7,Medium
P02349,Wind,Tamil Nadu,South,566,1485.79,12,4,Complete,Medium,1581.48,15.5,6.44,3.5,Medium
P02350,Solar,Madhya Pradesh,Central,860,2269.64,16,1,Complete,Medium,2354.94,17.9,3.76,1.9,Low
P02351,Thermal,Tamil Nadu,South,2301,8709.81,69,6,Complete,High,10010.44,79.6,14.93,10.6,High
P02352,Solar,Tamil Nadu,South,230,590.11,30,6,Partial,Medium,660.42,37.3,11.91,7.3,Medium
P02353,Wind,Andhra Pradesh,South,376,702.02,29,4,Pending,Medium,896.53,44.7,27.71,15.7,High
P02354,Thermal,Haryana,North,3484,11513.02,94,7,Partial,Medium,13111.56,101.0,13.88,7.0,Medium
P02355,Hydro,Haryana,North,2790,12405.56,74,2,Complete,Medium,13354.67,75.8,7.65,1.8,Low
P02356,Transmission,Haryana,North,1066,2006.3,55,7,Complete,Low,2034.08,55.4,1.38,0.4,Low
P02357,Wind,Andhra Pradesh,South,714,1809.32,13,8,Complete,Medium,2028.66,18.7,12.12,5.7,Medium
P02358,Thermal,Uttar Pradesh,North,4649,12133.63,54,8,Complete,Medium,13357.94,60.6,10.09,6.6,Medium
P02359,Wind,Maharashtra,West,372,683.02,14,2,Partial,Low,766.11,20.6,12.17,6.6,Medium
P02360,Wind,Haryana,North,443,1254.99,23,3,Complete,Medium,1366.83,26.8,8.91,3.8,Medium
P02361,Hydro,Madhya Pradesh,Central,3603,12685.77,87,3,Pending,Low,14038.79,103.6,10.67,16.6,High
P02362,Transmission,Madhya Pradesh,Central,1202,1943.91,36,6,Partial,Medium,2195.3,41.6,12.93,5.6,Medium
P02363,Transmission,Rajasthan,North,1108,1945.48,41,2,Pending,Medium,2462.02,55.8,26.55,14.8,High
P02364,Hydro,Tamil Nadu,South,1625,11069.83,53,10,Pending,Low,14842.58,75.8,34.08,22.8,High
P02365,Wind,Gujarat,West,404,581.27,16,10,Complete,Medium,625.31,21.9,7.58,5.9,Medium
P02366,Transmission,Punjab,North,466,1039.48,24,3,Partial,Low,1161.78,32.2,11.77,8.2,Medium
P02367,Solar,Maharashtra,West,305,977.93,26,3,Partial,Medium,1099.89,31.1,12.47,5.1,Medium
P02368,Wind,Maharashtra,West,800,1994.78,22,6,Pending,Medium,2466.96,35.8,23.67,13.8,High
P02369,Wind,Uttar Pradesh,North,625,852.74,34,8,Partial,Medium,1082.75,48.4,26.97,14.4,High
P02370,Thermal,Andhra Pradesh,South,4112,26620.51,56,6,Complete,High,28916.94,65.2,8.63,9.2,High
P02371,Thermal,Haryana,North,1800,7628.31,37,8,Complete,Medium,8620.26,44.1,13.0,7.1,Medium
P02372,Transmission,Karnataka,South,704,882.69,56,8,Partial,High,1248.31,77.1,41.42,21.1,High
P02373,Wind,Uttar Pradesh,North,939,2374.24,29,8,Complete,Low,2646.15,35.1,11.45,6.1,Medium
